Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1318484,,15703,79 STREET NW,Y,2511,MAYLIEWAN,tastawiyiniwak Ward,350000,53.618628,-113.4629201,POINT (-113.46292011850453 53.6186279966807),100,,,RESIDENTIAL,,
1056183,,4121,41 STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,308000,53.47798601,-113.4030879,POINT (-113.40308793696663 53.477986007590125),100,,,RESIDENTIAL,,
1029529,29,2020,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,206000,53.45158552,-113.5024809,POINT (-113.50248090236477 53.451585517908704),100,,,RESIDENTIAL,,
1048875,,6711,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,393000,53.61504154,-113.4441771,POINT (-113.44417705344114 53.61504153881307),100,,,RESIDENTIAL,,
1032036,,2562,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,211000,53.45704126,-113.4543188,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1263250,,14925,89 AVENUE NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,2015000,53.52098073,-113.5792903,POINT (-113.57929033717633 53.52098073418044),100,,,OTHER RESIDENTIAL,,
1304567,,871,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,635000,53.49907421,-113.6025283,POINT (-113.60252825814572 53.499074211801606),100,,,RESIDENTIAL,,
1298876,,144,LAGO LINDO CRESCENT NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,353000,53.62917367,-113.4884391,POINT (-113.48843905895076 53.62917366577441),100,,,RESIDENTIAL,,
1143619,,15304,118 AVENUE NW,N,4330,MITCHELL INDUSTRIAL,Anirniq Ward,2489000,53.57089465,-113.5858487,POINT (-113.58584874770095 53.57089465171323),100,,,COMMERCIAL,,
1036292,,18020,96 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,384500,53.64218651,-113.4904512,POINT (-113.49045122351144 53.64218650986418),100,,,RESIDENTIAL,,
1171362,39,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,210000,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1088301,,15915,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,470500,53.5093541,-113.5973009,POINT (-113.59730088101809 53.50935410250825),100,,,RESIDENTIAL,,
1202050,,15809,93 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,387500,53.52807729,-113.5934111,POINT (-113.5934110776859 53.528077294480404),100,,,RESIDENTIAL,,
1168814,,8104,168 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,374000,53.51539439,-113.6113776,POINT (-113.6113775722843 53.51539439302774),100,,,RESIDENTIAL,,
1282615,5,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,130000,53.45774844,-113.4525293,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1054444,,4108,37A STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,318500,53.47680325,-113.3984848,POINT (-113.39848481254488 53.47680325308967),100,,,RESIDENTIAL,,
1219773,,9104,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,302000,53.52641163,-113.6144343,POINT (-113.61443427235187 53.52641163199406),100,,,RESIDENTIAL,,
1057553,,334,KIRKPATRICK CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,330500,53.48048166,-113.4014164,POINT (-113.4014163692702 53.480481659827575),100,,,RESIDENTIAL,,
1176098,,16469,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,172000,53.62560481,-113.5219638,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1010511,,906,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,665000,53.47803318,-113.586554,POINT (-113.5865540152217 53.47803317685333),100,,,RESIDENTIAL,,
1316124,301,10010,119 STREET NW,N,1150,OLIVER,O-day'min Ward,539500,53.54014479,-113.5272548,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1065523,,,,N,5200,GARNEAU,papastew Ward,5500,53.51584447,-113.5186405,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1053081,,4128,36 STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,331000,53.47780528,-113.3961271,POINT (-113.3961270895247 53.47780527554112),100,,,RESIDENTIAL,,
1174010,,8103,189 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,383000,53.51370947,-113.6487213,POINT (-113.64872125211824 53.51370947058658),100,,,RESIDENTIAL,,
1027119,21,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,159500,53.4517632,-113.4007963,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1090448,,16104,78A AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,379000,53.51141934,-113.5998057,POINT (-113.5998056761407 53.511419343992415),100,,,RESIDENTIAL,,
1223775,2,11111,26 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,237000,53.45820733,-113.5177771,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1017011,,10412,12 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,430500,53.44284393,-113.4949901,POINT (-113.49499005766855 53.44284392966816),100,,,RESIDENTIAL,,
1209311,,18313,71A AVENUE NW,N,4270,LYMBURN,sipiwiyiniwak Ward,335500,53.5050302,-113.6391601,POINT (-113.63916010327394 53.50503020459381),100,,,RESIDENTIAL,,
1146380,,7912,157A STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,444500,53.51353308,-113.5941876,POINT (-113.59418755134169 53.513533081564624),100,,,RESIDENTIAL,,
1277557,,9403,155 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,264500,53.53003248,-113.5880771,POINT (-113.58807709624507 53.530032484472116),100,,,RESIDENTIAL,,
1224526,,10832,21 AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,355500,53.45269456,-113.5052577,POINT (-113.50525773587941 53.45269455756589),100,,,RESIDENTIAL,,
1141282,,15705,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,379000,53.51776877,-113.5925189,POINT (-113.59251894406798 53.517768773251504),100,,,RESIDENTIAL,,
1188473,,16105,89 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,368500,53.52515662,-113.5983211,POINT (-113.59832108791515 53.525156620039354),100,,,RESIDENTIAL,,
1174457,,8109,188A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,379000,53.51491046,-113.6469036,POINT (-113.64690363557999 53.514910458979436),100,,,RESIDENTIAL,,
1314020,1007,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,150500,53.5379826,-113.50974,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1211077,,9229,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,375000,53.52815228,-113.6009485,POINT (-113.60094845651918 53.528152275006285),100,,,RESIDENTIAL,,
1308642,316,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,84000,53.56948141,-113.3880809,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1207752,,9333,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,350000,53.53009922,-113.6009247,POINT (-113.60092470171439 53.53009922352463),100,,,RESIDENTIAL,,
1008812,,8638,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,365000,53.615009,-113.4744601,POINT (-113.47446007141112 53.615009003685266),100,,,RESIDENTIAL,,
1051739,,3504,43A AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,309000,53.48180388,-113.3943507,POINT (-113.39435070345918 53.481803876739136),100,,,RESIDENTIAL,,
1063437,,,,N,5200,GARNEAU,papastew Ward,5500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1302348,,9540,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,286500,53.53260373,-113.5802792,POINT (-113.58027919673587 53.53260372706549),100,,,RESIDENTIAL,,
1055631,,3907,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,336000,53.47672051,-113.4020196,POINT (-113.40201962901571 53.47672050614775),100,,,RESIDENTIAL,,
1178540,,,,N,5480,STRATHCONA,papastew Ward,7000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1276856,,9417,173 STREET NW,Y,4520,SUMMERLEA,sipiwiyiniwak Ward,348500,53.53033511,-113.620037,POINT (-113.62003696669836 53.530335108294175),100,,,RESIDENTIAL,,
1310291,,10139,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,208500,53.61879064,-113.4983,POINT (-113.49830002095884 53.61879064397748),100,,,RESIDENTIAL,,
1126762,,15006,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,413000,53.51632446,-113.579817,POINT (-113.57981696531427 53.51632445976942),100,,,RESIDENTIAL,,
1121961,,8506,149 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,386000,53.51803543,-113.5785522,POINT (-113.57855218232193 53.51803543486636),100,,,RESIDENTIAL,,
1143031,,7024,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,395500,53.50455504,-113.6504377,POINT (-113.6504377430917 53.50455504326777),100,,,RESIDENTIAL,,
1198522,206,11019,107 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,110000,53.55724387,-113.5042279,POINT (-113.50422788016134 53.557243868708696),100,,,RESIDENTIAL,,
1169549,,227,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,512000,53.4651682,-113.5965405,POINT (-113.59654046917336 53.46516819730776),100,,,RESIDENTIAL,,
1282417,,9922,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,380000,53.53856964,-113.5872905,POINT (-113.58729053496444 53.5385696401255),100,,,RESIDENTIAL,,
1161306,,8619,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,389000,53.52055317,-113.6472542,POINT (-113.64725422699166 53.520553170617085),100,,,RESIDENTIAL,,
1166461,,16519,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,351000,53.51347596,-113.6071634,POINT (-113.60716342883379 53.513475956542585),100,,,RESIDENTIAL,,
1222918,,17410,87 AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,1580000,53.52047414,-113.6225647,POINT (-113.6225647050418 53.52047414125417),100,,,COMMERCIAL,,
1028968,3,10415,78 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,86000,53.51396841,-113.4986666,POINT (-113.49866661977046 53.51396841255596),100,,,RESIDENTIAL,,
1205822,,16961,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,175000,53.63135621,-113.487858,POINT (-113.48785798312106 53.631356208992415),100,,,RESIDENTIAL,,
1206291,27,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,181500,53.44888323,-113.4262036,POINT (-113.42620358140772 53.448883230908606),100,,,RESIDENTIAL,,
1201953,210,2620,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,101000,53.45885364,-113.408218,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1082122,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1224807,,10809,21 AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,310500,53.45203089,-113.504924,POINT (-113.50492403036787 53.45203088970961),100,,,RESIDENTIAL,,
1161439,,8507,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,430000,53.5191247,-113.646487,POINT (-113.64648704457504 53.519124703438706),100,,,RESIDENTIAL,,
1089473,,11521,40 AVENUE NW,Y,5220,GREENFIELD,papastew Ward,311000,53.47604889,-113.5318826,POINT (-113.53188256193663 53.47604889188216),100,,,RESIDENTIAL,,
1201730,107,2620,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,71000,53.45885364,-113.408218,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1144799,,15809,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,382000,53.51660767,-113.5957124,POINT (-113.59571239654252 53.51660766849684),100,,,RESIDENTIAL,,
1049279,,14516,34 STREET NW,N,2430,KIRKNESS,Dene Ward,273000,53.60837975,-113.3939601,POINT (-113.39396007100984 53.60837974628039),100,,,RESIDENTIAL,,
1196674,,15614,84 STREET NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,265500,53.61722568,-113.4716427,POINT (-113.47164268911192 53.61722568145987),100,,,RESIDENTIAL,,
1265180,P138,14808,26 STREET NW,N,2280,FRASER,Dene Ward,4500,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1046358,,7547,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,380500,53.61429076,-113.4594112,POINT (-113.45941115880659 53.61429075617981),100,,,RESIDENTIAL,,
1242924,107,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,158500,53.45286153,-113.5330855,POINT (-113.5330855490615 53.452861531163755),100,,,RESIDENTIAL,,
1104199,,24504,33 STREET NE,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,149500,53.70423754,-113.2995676,POINT (-113.29956764202922 53.70423754469004),100,,,RESIDENTIAL,,
1190024,,8822,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,376500,53.52405208,-113.5976939,POINT (-113.59769385725093 53.52405208476077),100,,,RESIDENTIAL,,
1255421,,54,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,133500,53.48548453,-113.497699,POINT (-113.49769898515218 53.48548453282371),100,,,RESIDENTIAL,,
1139575,,8310,158 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,352500,53.51755464,-113.595583,POINT (-113.59558295746594 53.51755463657467),100,,,RESIDENTIAL,,
1107242,,14210,141 STREET NW,N,3340,PEMBINA,Anirniq Ward,1163000,53.60419544,-113.564609,POINT (-113.56460898558319 53.60419543790794),100,,,COMMERCIAL,,
1113703,,22724,98 AVENUE NW,N,4487,SECORD,Nakota Isga Ward,2081500,53.53945042,-113.7087882,POINT (-113.70878817952064 53.53945042416873),92,8,,COMMERCIAL,RESIDENTIAL,
1129824,,18820,78 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,328000,53.51142363,-113.647997,POINT (-113.64799702932423 53.511423633531535),100,,,RESIDENTIAL,,
1288596,,9231,154 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,393000,53.5276785,-113.5863259,POINT (-113.58632586248464 53.52767850289898),100,,,RESIDENTIAL,,
1313642,,9648,159 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,277000,53.53448156,-113.596075,POINT (-113.59607502847577 53.534481558758),100,,,RESIDENTIAL,,
1353796,311,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,87500,53.4476592,-113.5019041,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1038272,102,8310,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,91500,53.55628818,-113.469572,POINT (-113.46957199212594 53.55628818315935),100,,,RESIDENTIAL,,
1119437,,11051,224 STREET NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,653000,53.55825153,-113.701921,POINT (-113.70192100569048 53.55825152844114),100,,,COMMERCIAL,,
1043363,,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,297000,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,COMMERCIAL,,
1291996,304,17115,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,117000,53.49898412,-113.6193025,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1307511,,13915,17 STREET NE,N,2160,CLOVER BAR AREA,Dene Ward,26500,53.60084642,-113.3199597,POINT (-113.31995968942125 53.60084642384865),100,,,COMMERCIAL,,
1197292,30,7604,29 AVENUE NW,N,6340,KAMEYOSEK,Karhiio Ward,160500,53.46092193,-113.447062,POINT (-113.44706203350451 53.46092193427104),100,,,RESIDENTIAL,,
1240845,,9301,166 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,361000,53.52924194,-113.6084322,POINT (-113.60843215851999 53.52924194227396),100,,,RESIDENTIAL,,
1101393,,18850,17 STREET NE,Y,2671,MARQUIS,Dene Ward,434500,53.65088948,-113.3214267,POINT (-113.3214267218032 53.6508894788068),100,,,RESIDENTIAL,,
1208073,,7313,184 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,301000,53.50726409,-113.6419471,POINT (-113.64194712637953 53.50726409367616),100,,,RESIDENTIAL,,
1296920,411,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,62000,53.58718248,-113.4408551,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1014372,,10439,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,400500,53.44450762,-113.496341,POINT (-113.49634097855414 53.44450761796563),100,,,RESIDENTIAL,,
1301282,,9311,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,338000,53.52885664,-113.5810576,POINT (-113.5810575906987 53.52885664114736),100,,,RESIDENTIAL,,
1158013,,16105,82 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,328500,53.51580236,-113.6001735,POINT (-113.60017349317289 53.51580235659131),100,,,RESIDENTIAL,,
1168749,,304,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,519000,53.46213969,-113.6008625,POINT (-113.60086250044392 53.462139690472064),100,,,RESIDENTIAL,,
1284470,505,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,108000,53.53612037,-113.5144923,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1303114,,9606,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,527500,53.53350334,-113.5802763,POINT (-113.58027629485454 53.53350334172639),100,,,RESIDENTIAL,,
1327733,310,13704,24 STREET NW,N,2030,BANNERMAN,Dene Ward,55500,53.60032965,-113.380082,POINT (-113.38008200076702 53.60032965434167),100,,,RESIDENTIAL,,
1130616,,7351,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,364500,53.50860522,-113.6497107,POINT (-113.64971065152892 53.50860522222005),100,,,RESIDENTIAL,,
1283803,,18614,74 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,321000,53.50839893,-113.6458316,POINT (-113.64583164136754 53.5083989325007),100,,,RESIDENTIAL,,
1072925,,2940,68 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,8073500,53.50660398,-113.3848003,POINT (-113.38480030075668 53.506603977177946),100,,,COMMERCIAL,,
1085513,1403,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,88500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1057694,,6,KINISKI CRESCENT NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,289000,53.4789857,-113.3997233,POINT (-113.39972332173296 53.47898569945491),100,,,RESIDENTIAL,,
1158930,408,10529,93 STREET NW,N,1020,BOYLE STREET,O-day'min Ward,63500,53.55082661,-113.4778233,POINT (-113.47782334690643 53.55082660963725),100,,,RESIDENTIAL,,
1015007,,296,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,505000,53.50820369,-113.6080773,POINT (-113.60807734897816 53.50820369099497),100,,,RESIDENTIAL,,
1043819,703,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,164000,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1125830,,259,LYNNWOOD WAY NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,393500,53.51466436,-113.578945,POINT (-113.57894499861602 53.51466435797913),100,,,RESIDENTIAL,,
1354836,,9915,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,353500,53.5381497,-113.591575,POINT (-113.59157502212126 53.538149703531765),100,,,RESIDENTIAL,,
1179373,,8315,164 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,387500,53.51738028,-113.6050693,POINT (-113.60506932233174 53.517380276660944),100,,,RESIDENTIAL,,
1329374,314,9816,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,79000,53.53669311,-113.590851,POINT (-113.59085100674228 53.5366931094185),100,,,RESIDENTIAL,,
1238641,,16618,91 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,354500,53.52630391,-113.610662,POINT (-113.61066199987508 53.52630390752206),100,,,RESIDENTIAL,,
1058916,,329,KIRKPATRICK CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,298500,53.4809352,-113.4009958,POINT (-113.40099576292508 53.48093520223738),100,,,RESIDENTIAL,,
1111012,,15411,75 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,492500,53.50690567,-113.5867619,POINT (-113.58676189124046 53.5069056745945),100,,,RESIDENTIAL,,
1151026,,8405,161 STREET NW,N,4140,ELMWOOD,sipiwiyiniwak Ward,0,53.51816837,-113.5992232,POINT (-113.59922324903205 53.51816836941144),100,,,COMMERCIAL,,
1049709,,14523,34 STREET NW,Y,2430,KIRKNESS,Dene Ward,372500,53.60887753,-113.3931959,POINT (-113.39319593511037 53.60887752720439),100,,,RESIDENTIAL,,
1208933,,7214,183A STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,362500,53.50665279,-113.6391364,POINT (-113.63913640296437 53.506652790449046),100,,,RESIDENTIAL,,
1262245,107,14816,26 STREET NW,N,2280,FRASER,Dene Ward,48000,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1052059,,4305,35 STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,274500,53.48222168,-113.3945339,POINT (-113.39453385313259 53.482221676176714),100,,,RESIDENTIAL,,
1334200,,9524,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,322000,53.53265714,-113.6142574,POINT (-113.61425741500602 53.532657135470764),100,,,RESIDENTIAL,,
1299452,,9331,152 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,328500,53.52940399,-113.5828122,POINT (-113.58281217956358 53.52940398614761),100,,,RESIDENTIAL,,
1222702,,12407,53 STREET NW,Y,2560,NEWTON,Métis Ward,330000,53.57955617,-113.4225973,POINT (-113.422597311046 53.579556174831104),100,,,RESIDENTIAL,,
1284256,304,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,180000,53.53612037,-113.5144923,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1194349,,16004,87 AVENUE NW,N,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,299500,53.51983047,-113.5981397,POINT (-113.59813971311611 53.519830471105166),100,,,RESIDENTIAL,,
1008648,,8718,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,554000,53.61524467,-113.4758773,POINT (-113.4758773098063 53.615244673056004),100,,,RESIDENTIAL,,
1012087,,331,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,665500,53.50852199,-113.6042194,POINT (-113.60421939393281 53.5085219909243),100,,,RESIDENTIAL,,
1055078,,3503,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,334000,53.47595586,-113.3943268,POINT (-113.39432682424481 53.475955855908175),100,,,RESIDENTIAL,,
1016278,,1416,104 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,414500,53.44527764,-113.4946549,POINT (-113.49465485316207 53.445277643158626),100,,,RESIDENTIAL,,
1007624,,8319,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,376000,53.61427708,-113.469212,POINT (-113.46921201084713 53.61427708487174),100,,,RESIDENTIAL,,
1157122,311,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,91000,53.53394321,-113.6298969,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1309111,,9521,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,358000,53.53222673,-113.5792957,POINT (-113.5792957156869 53.53222672502522),100,,,RESIDENTIAL,,
1101237,,15204,77 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,499500,53.51094376,-113.5832812,POINT (-113.58328118270761 53.510943755936985),100,,,RESIDENTIAL,,
1248731,,14228,91 AVENUE NW,N,3330,PARKVIEW,sipiwiyiniwak Ward,205000,53.5252269,-113.5669234,POINT (-113.56692341579736 53.525226898645634),100,,,RESIDENTIAL,,
1094671,,246,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,481000,53.46337558,-113.5953744,POINT (-113.59537443487537 53.463375578057644),100,,,RESIDENTIAL,,
1229236,23,18010,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,165000,53.53457465,-113.6325667,POINT (-113.63256667086661 53.534574653926015),100,,,RESIDENTIAL,,
1295708,,9929,152 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,440000,53.53860063,-113.5827958,POINT (-113.58279580768034 53.53860062935981),100,,,RESIDENTIAL,,
1241751,,2906,36 STREET NW,N,6030,BISSET,Sspomitapi Ward,177500,53.46016001,-113.3965712,POINT (-113.39657123542104 53.460160008764255),100,,,RESIDENTIAL,,
1074079,,6610,8 STREET NW,Y,6420,MAPLE RIDGE INDUSTRIAL,Sspomitapi Ward,620500,53.50318982,-113.3556227,POINT (-113.35562270032567 53.50318982496939),100,,,RESIDENTIAL,,
1085539,1405,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,122000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1144229,,8113,159 STREET NW,N,4280,LYNNWOOD,sipiwiyiniwak Ward,326000,53.51633878,-113.5961841,POINT (-113.59618407833497 53.516338779865734),100,,,RESIDENTIAL,,
1110113,,7310,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,475500,53.50549008,-113.5894614,POINT (-113.5894613770334 53.50549007845629),100,,,RESIDENTIAL,,
1038827,,17004,103 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,154500,53.63293909,-113.5015809,POINT (-113.50158087257476 53.63293908984427),100,,,RESIDENTIAL,,
1102763,,14907,78 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,504500,53.51074696,-113.5794103,POINT (-113.57941028911581 53.51074696451508),100,,,RESIDENTIAL,,
